device_id,device_type,brand,model,os_version,app_version
D01236,Android,Samsung,V29,iOS 17,5.1.9
D01237,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01238,iOS,Apple,iPhone 13,iOS 17,5.1.8
D01239,iOS,Apple,iPhone 15,Android 14,5.1.8
D01240,Android,Motorola,Galaxy A54,iOS 16,5.1.9
D01241,Android,Realme,Nord CE 3,Android 14,5.2.1
D01242,iOS,Apple,iPhone 16,iOS 16,5.2.1
D01243,Android,Vivo,Realme GT,Android 14,5.1.8
D01244,Android,OnePlus,Edge 50,Android 13,5.2.1
D01245,iOS,Apple,iPhone 14,Android 12,5.1.8
D01246,Android,Realme,Nord CE 3,Android 13,5.2.2
D01247,Android,Nothing,Reno 11,iOS 16,5.2.0
D01248,Android,Motorola,11T Pro,Android 13,5.1.9
D01249,iOS,Apple,iPhone 13,iOS 17,5.1.9
D01250,iOS,Apple,iPhone 15,iOS 17,5.1.8
D01251,Android,Motorola,Nord CE 3,Android 12,5.2.1
D01252,Android,Samsung,Realme GT,Android 14,5.2.1
D01253,iOS,Apple,iPhone 16,Android 14,5.2.2
D01254,iOS,Apple,iPhone 13,Android 12,5.2.2
D01255,iOS,Apple,iPhone 13,Android 13,5.2.0
D01256,Android,OnePlus,Phone 2,Android 12,5.2.0
D01257,iOS,Apple,iPhone 13,iOS 18,5.2.1
D01258,Android,Nothing,Edge 50,Android 13,5.1.8
D01259,Android,Motorola,V29,Android 13,5.2.0
D01260,iOS,Apple,iPhone 16,iOS 16,5.2.1
D01261,Android,Realme,11T Pro,Android 14,5.2.2
D01262,iOS,Apple,iPhone 14,iOS 16,5.2.1
D01263,Android,Vivo,Nord CE 3,iOS 18,5.1.9
D01264,Android,Oppo,V29,iOS 17,5.2.0
D01265,Android,Samsung,V29,Android 13,5.1.8
D01266,iOS,Apple,iPhone 15,iOS 18,5.2.2
D01267,Android,Vivo,Galaxy A54,Android 14,5.2.2
D01268,iOS,Apple,iPhone 16,iOS 16,5.2.0
D01269,Android,Realme,Phone 2,iOS 16,5.2.1
D01270,Android,Vivo,Galaxy S23,iOS 18,5.1.8
D01271,iOS,Apple,iPhone 16,Android 13,5.2.2
D01272,Android,Vivo,Phone 2,Android 14,5.1.9
D01273,iOS,Apple,iPhone 15,Android 14,5.2.0
D01274,iOS,Apple,iPhone 15,Android 12,5.2.2
D01275,Android,Motorola,Galaxy A54,Android 14,5.1.9
D01276,Android,Motorola,V29,iOS 17,5.1.9
D01277,iOS,Apple,iPhone 14,iOS 16,5.1.8
D01278,iOS,Apple,iPhone 15,Android 13,5.2.2
D01279,iOS,Apple,iPhone 16,iOS 16,5.1.8
D01280,iOS,Apple,iPhone 14,iOS 16,5.1.8
D01281,iOS,Apple,iPhone 14,Android 12,5.1.8
D01282,iOS,Apple,iPhone 16,Android 13,5.2.2
D01283,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01284,Android,Realme,11T Pro,Android 12,5.2.1
D01285,iOS,Apple,iPhone 13,Android 12,5.1.8
D01286,Android,Oppo,V29,iOS 17,5.1.8
D01287,Android,Vivo,Phone 2,iOS 18,5.1.9
D01288,iOS,Apple,iPhone 16,Android 12,5.1.9
D01289,Android,Vivo,11T Pro,iOS 18,5.1.8
D01290,Android,Oppo,Reno 11,iOS 16,5.2.1
D01291,iOS,Apple,iPhone 15,Android 14,5.2.0
D01292,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01293,Android,OnePlus,Realme GT,Android 13,5.2.2
D01294,iOS,Apple,iPhone 15,Android 13,5.2.2
D01295,Android,OnePlus,11T Pro,iOS 18,5.2.0
D01296,Android,Realme,11T Pro,Android 12,5.2.1
D01297,Android,Oppo,Realme GT,Android 13,5.2.1
D01298,iOS,Apple,iPhone 15,Android 14,5.1.8
D01299,Android,OnePlus,V29,Android 13,5.2.0
D01300,iOS,Apple,iPhone 13,Android 12,5.2.2
D01301,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01302,Android,Realme,V29,iOS 18,5.1.9
D01303,Android,Realme,Galaxy S23,iOS 16,5.2.0
D01304,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01305,Android,Oppo,Galaxy S23,iOS 18,5.2.0
D01306,Android,Motorola,Phone 2,iOS 16,5.1.9
D01307,iOS,Apple,iPhone 16,Android 12,5.1.9
D01308,Android,Xiaomi,11T Pro,Android 14,5.1.9
D01309,iOS,Apple,iPhone 15,Android 13,5.2.2
D01310,Android,Nothing,Edge 50,iOS 16,5.1.8
D01311,Android,Samsung,V29,Android 12,5.2.2
D01312,Android,Nothing,Galaxy S23,iOS 18,5.1.9
D01313,Android,Oppo,Edge 50,Android 14,5.2.1
D01314,Android,Xiaomi,11T Pro,Android 13,5.2.2
D01315,Android,Motorola,Phone 2,iOS 17,5.1.8
D01316,Android,Vivo,Edge 50,Android 13,5.1.8
D01317,iOS,Apple,iPhone 13,iOS 16,5.2.1
D01318,iOS,Apple,iPhone 15,Android 12,5.1.8
D01319,iOS,Apple,iPhone 14,Android 12,5.1.8
D01320,iOS,Apple,iPhone 15,Android 13,5.1.8
D01321,Android,Xiaomi,Edge 50,Android 14,5.1.8
D01322,Android,OnePlus,Nord CE 3,iOS 16,5.2.0
D01323,Android,Xiaomi,Galaxy A54,Android 14,5.2.0
D01324,Android,Nothing,Realme GT,Android 12,5.1.8
D01325,Android,Vivo,V29,iOS 17,5.2.2
D01326,Android,Motorola,Phone 2,iOS 18,5.2.0
D01327,Android,Nothing,Edge 50,Android 13,5.1.9
D01328,iOS,Apple,iPhone 14,Android 12,5.2.2
D01329,iOS,Apple,iPhone 16,iOS 16,5.2.1
D01330,Android,OnePlus,Phone 2,Android 13,5.1.9
D01331,Android,Oppo,Galaxy A54,iOS 18,5.2.0
D01332,Android,Vivo,Galaxy A54,Android 12,5.2.2
D01333,iOS,Apple,iPhone 15,iOS 17,5.2.0
D01334,Android,Xiaomi,Nord CE 3,iOS 17,5.2.1
D01335,iOS,Apple,iPhone 14,Android 13,5.1.9
D01336,Android,Vivo,Phone 2,Android 14,5.1.9
D01337,Android,Samsung,Galaxy A54,iOS 18,5.2.1
D01338,iOS,Apple,iPhone 16,iOS 16,5.2.2
D01339,Android,OnePlus,Reno 11,iOS 16,5.2.0
D01340,iOS,Apple,iPhone 13,iOS 17,5.2.1
D01341,iOS,Apple,iPhone 13,iOS 16,5.2.2
D01342,Android,Xiaomi,V29,iOS 16,5.2.1
D01343,iOS,Apple,iPhone 13,iOS 16,5.2.0
D01344,iOS,Apple,iPhone 14,iOS 17,5.1.9
D01345,iOS,Apple,iPhone 16,iOS 18,5.2.1
D01346,iOS,Apple,iPhone 16,iOS 18,5.2.1
D01347,Android,OnePlus,Galaxy A54,iOS 17,5.2.1
D01348,iOS,Apple,iPhone 15,iOS 16,5.2.1
D01349,Android,Oppo,V29,iOS 16,5.2.0
D01350,Android,Vivo,Phone 2,iOS 18,5.1.9
D01351,iOS,Apple,iPhone 13,iOS 16,5.1.9
D01352,iOS,Apple,iPhone 15,Android 13,5.1.9
D01353,iOS,Apple,iPhone 13,iOS 17,5.2.1
D01354,iOS,Apple,iPhone 13,Android 13,5.2.1
D01355,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01356,Android,Samsung,11T Pro,Android 14,5.2.1
D01357,Android,Vivo,Realme GT,iOS 18,5.2.2
D01358,iOS,Apple,iPhone 13,Android 12,5.2.0
D01359,iOS,Apple,iPhone 15,iOS 16,5.2.2
D01360,Android,Vivo,Nord CE 3,Android 13,5.2.0
D01361,Android,Realme,Reno 11,Android 14,5.2.2
D01362,iOS,Apple,iPhone 15,iOS 18,5.2.1
D01363,iOS,Apple,iPhone 14,Android 13,5.2.0
D01364,iOS,Apple,iPhone 13,iOS 18,5.2.2
D01365,Android,Motorola,Realme GT,Android 13,5.1.8
D01366,Android,Oppo,11T Pro,Android 14,5.2.1
D01367,iOS,Apple,iPhone 13,iOS 17,5.1.8
D01368,Android,Xiaomi,Galaxy S23,iOS 18,5.2.1
D01369,iOS,Apple,iPhone 14,iOS 17,5.1.9
D01370,Android,Samsung,Reno 11,iOS 17,5.1.9
D01371,iOS,Apple,iPhone 16,Android 12,5.2.2
D01372,Android,Vivo,Galaxy S23,Android 13,5.2.2
D01373,iOS,Apple,iPhone 15,Android 13,5.1.8
D01374,Android,Realme,Realme GT,iOS 18,5.1.8
D01375,Android,Xiaomi,Edge 50,iOS 16,5.2.1
D01376,Android,Xiaomi,Galaxy A54,Android 14,5.2.2
D01377,Android,Motorola,Galaxy S23,iOS 16,5.1.8
D01378,iOS,Apple,iPhone 14,iOS 16,5.2.0
D01379,iOS,Apple,iPhone 13,Android 13,5.2.0
D01380,iOS,Apple,iPhone 13,Android 14,5.1.9
D01381,Android,Oppo,Edge 50,Android 13,5.1.9
D01382,Android,Realme,Realme GT,iOS 17,5.2.1
D01383,Android,Xiaomi,11T Pro,iOS 17,5.1.9
D01384,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01385,iOS,Apple,iPhone 15,Android 12,5.1.9
D01386,Android,Motorola,Phone 2,iOS 18,5.1.8
D01387,Android,Vivo,Realme GT,iOS 17,5.2.1
D01388,iOS,Apple,iPhone 14,Android 12,5.2.2
D01389,Android,Xiaomi,11T Pro,Android 12,5.1.8
D01390,Android,Motorola,V29,iOS 16,5.2.1
D01391,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01392,Android,Xiaomi,Nord CE 3,Android 14,5.1.8
D01393,Android,Samsung,Galaxy S23,Android 12,5.1.8
D01394,iOS,Apple,iPhone 15,Android 12,5.1.9
D01395,Android,Realme,Nord CE 3,iOS 16,5.1.8
D01396,Android,Motorola,Galaxy S23,Android 14,5.1.9
D01397,iOS,Apple,iPhone 16,iOS 17,5.2.2
D01398,iOS,Apple,iPhone 13,iOS 18,5.2.2
D01399,iOS,Apple,iPhone 15,iOS 17,5.1.8
D01400,iOS,Apple,iPhone 16,Android 12,5.1.9
D01401,Android,Samsung,Galaxy S23,Android 12,5.1.8
D01402,iOS,Apple,iPhone 16,iOS 18,5.2.2
D01403,iOS,Apple,iPhone 14,Android 12,5.2.2
D01404,iOS,Apple,iPhone 14,Android 14,5.2.0
D01405,iOS,Apple,iPhone 15,Android 14,5.1.9
D01406,Android,OnePlus,Edge 50,Android 14,5.2.1
D01407,Android,Samsung,Phone 2,Android 13,5.2.1
D01408,Android,Samsung,Reno 11,Android 14,5.2.0
D01409,iOS,Apple,iPhone 13,Android 13,5.1.9
D01410,iOS,Apple,iPhone 16,Android 12,5.2.2
D01411,iOS,Apple,iPhone 15,iOS 17,5.1.9
D01412,Android,Samsung,Nord CE 3,iOS 16,5.2.2
D01413,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01414,iOS,Apple,iPhone 13,Android 13,5.2.0
D01415,iOS,Apple,iPhone 14,Android 13,5.2.1
D01416,Android,Motorola,Galaxy S23,iOS 17,5.2.1
D01417,Android,Samsung,Edge 50,iOS 18,5.2.1
D01418,iOS,Apple,iPhone 14,Android 12,5.1.8
D01419,iOS,Apple,iPhone 13,Android 14,5.1.9
D01420,iOS,Apple,iPhone 15,iOS 16,5.2.1
D01421,Android,OnePlus,Nord CE 3,iOS 16,5.2.0
D01422,iOS,Apple,iPhone 13,iOS 18,5.1.9
D01423,Android,Realme,Galaxy A54,Android 14,5.2.1
D01424,iOS,Apple,iPhone 16,iOS 17,5.1.8
D01425,iOS,Apple,iPhone 15,Android 14,5.2.2
D01426,iOS,Apple,iPhone 16,Android 13,5.2.1
D01427,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01428,Android,Samsung,Edge 50,iOS 16,5.2.0
D01429,Android,Oppo,Galaxy S23,Android 13,5.2.0
D01430,Android,Realme,V29,Android 12,5.1.8
D01431,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01432,Android,Samsung,11T Pro,iOS 16,5.1.8
D01433,iOS,Apple,iPhone 14,Android 12,5.2.1
D01434,iOS,Apple,iPhone 15,Android 13,5.1.9
D01435,iOS,Apple,iPhone 14,Android 12,5.2.2
D01436,iOS,Apple,iPhone 16,Android 14,5.1.9
D01437,iOS,Apple,iPhone 16,iOS 18,5.2.2
D01438,iOS,Apple,iPhone 16,iOS 16,5.1.8
D01439,iOS,Apple,iPhone 13,iOS 16,5.2.2
D01440,Android,Motorola,Reno 11,iOS 18,5.1.9
D01441,iOS,Apple,iPhone 15,Android 13,5.2.1
D01442,Android,Realme,Edge 50,Android 12,5.2.2
D01443,Android,Realme,Nord CE 3,iOS 16,5.1.8
D01444,iOS,Apple,iPhone 13,Android 14,5.2.1
D01445,Android,Oppo,Realme GT,iOS 18,5.1.9
D01446,iOS,Apple,iPhone 14,iOS 17,5.2.0
D01447,iOS,Apple,iPhone 16,iOS 18,5.1.8
D01448,iOS,Apple,iPhone 16,iOS 18,5.2.2
D01449,iOS,Apple,iPhone 15,iOS 16,5.1.8
D01450,iOS,Apple,iPhone 16,Android 12,5.1.8
D01451,iOS,Apple,iPhone 15,Android 14,5.2.0
D01452,Android,Realme,Galaxy A54,iOS 17,5.2.2
D01453,Android,Nothing,V29,iOS 17,5.2.2
D01454,Android,Motorola,Galaxy A54,iOS 16,5.1.8
D01455,Android,Realme,Galaxy A54,Android 14,5.1.9
D01456,iOS,Apple,iPhone 14,iOS 17,5.2.0
D01457,iOS,Apple,iPhone 15,iOS 17,5.2.0
D01458,Android,Xiaomi,Realme GT,Android 12,5.2.1
D01459,iOS,Apple,iPhone 15,Android 13,5.1.9
D01460,iOS,Apple,iPhone 13,iOS 18,5.1.9
D01461,Android,Xiaomi,Edge 50,iOS 18,5.1.9
D01462,iOS,Apple,iPhone 13,Android 14,5.2.1
D01463,iOS,Apple,iPhone 15,Android 14,5.2.0
D01464,Android,Realme,11T Pro,Android 12,5.1.9
D01465,iOS,Apple,iPhone 15,Android 12,5.1.8
D01466,Android,Realme,Galaxy S23,Android 13,5.2.1
D01467,iOS,Apple,iPhone 13,iOS 17,5.1.9
D01468,iOS,Apple,iPhone 15,iOS 16,5.2.1
D01469,iOS,Apple,iPhone 15,Android 13,5.2.1
D01470,iOS,Apple,iPhone 15,Android 14,5.2.1
D01471,Android,Nothing,11T Pro,iOS 18,5.2.1
D01472,iOS,Apple,iPhone 16,iOS 18,5.1.9
D01473,iOS,Apple,iPhone 15,iOS 17,5.2.1
D01474,Android,Vivo,11T Pro,Android 14,5.2.2
D01475,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01476,Android,Samsung,Edge 50,iOS 18,5.2.0
D01477,iOS,Apple,iPhone 15,iOS 17,5.1.8
D01478,Android,OnePlus,Reno 11,Android 12,5.2.0
D01479,iOS,Apple,iPhone 15,Android 13,5.2.0
D01480,iOS,Apple,iPhone 13,iOS 17,5.1.9
D01481,Android,Samsung,Nord CE 3,iOS 16,5.2.2
D01482,Android,Realme,Nord CE 3,iOS 16,5.1.8
D01483,Android,Samsung,Galaxy A54,iOS 16,5.2.1
D01484,Android,Nothing,Nord CE 3,iOS 18,5.2.2
D01485,Android,Oppo,Phone 2,Android 12,5.1.9
D01486,iOS,Apple,iPhone 14,iOS 16,5.1.9
D01487,iOS,Apple,iPhone 13,iOS 16,5.1.9
D01488,iOS,Apple,iPhone 13,Android 13,5.2.0
D01489,Android,OnePlus,11T Pro,Android 12,5.2.0
D01490,Android,Vivo,V29,iOS 16,5.1.8
D01491,Android,Realme,Phone 2,iOS 18,5.1.9
D01492,iOS,Apple,iPhone 16,iOS 16,5.1.9
D01493,iOS,Apple,iPhone 15,iOS 18,5.1.9
D01494,Android,Vivo,Phone 2,iOS 17,5.2.0
D01495,Android,Realme,Realme GT,iOS 18,5.2.0
D01496,iOS,Apple,iPhone 15,Android 14,5.1.8
D01497,Android,Oppo,Phone 2,iOS 16,5.2.0
D01498,Android,Nothing,Reno 11,Android 13,5.2.0
D01499,iOS,Apple,iPhone 14,Android 12,5.2.1
D01500,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01501,Android,OnePlus,Edge 50,Android 13,5.2.2
D01502,iOS,Apple,iPhone 14,iOS 18,5.1.9
D01503,Android,Nothing,Galaxy S23,Android 12,5.1.8
D01504,Android,Realme,Phone 2,iOS 16,5.1.9
D01505,Android,Vivo,Galaxy S23,iOS 16,5.2.0
D01506,iOS,Apple,iPhone 13,iOS 16,5.1.9
D01507,Android,Nothing,Nord CE 3,iOS 17,5.1.9
D01508,Android,Samsung,Phone 2,Android 13,5.2.1
D01509,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01510,Android,Oppo,Galaxy S23,iOS 17,5.2.2
D01511,iOS,Apple,iPhone 16,iOS 16,5.2.2
D01512,iOS,Apple,iPhone 14,Android 14,5.1.9
D01513,Android,Nothing,11T Pro,Android 14,5.2.1
D01514,Android,Samsung,V29,iOS 18,5.1.9
D01515,Android,Xiaomi,V29,iOS 16,5.2.0
D01516,iOS,Apple,iPhone 16,iOS 17,5.1.8
D01517,iOS,Apple,iPhone 13,Android 13,5.1.9
D01518,iOS,Apple,iPhone 16,Android 13,5.1.9
D01519,Android,Xiaomi,11T Pro,iOS 17,5.2.1
D01520,iOS,Apple,iPhone 16,iOS 17,5.2.1
D01521,iOS,Apple,iPhone 14,Android 12,5.2.1
D01522,Android,OnePlus,V29,iOS 18,5.2.1
D01523,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01524,Android,Vivo,Galaxy A54,iOS 16,5.2.2
D01525,iOS,Apple,iPhone 13,iOS 16,5.2.1
D01526,iOS,Apple,iPhone 15,Android 13,5.1.9
D01527,Android,Oppo,V29,iOS 16,5.1.8
D01528,iOS,Apple,iPhone 13,iOS 18,5.1.8
D01529,Android,Realme,Realme GT,Android 13,5.2.2
D01530,iOS,Apple,iPhone 15,Android 13,5.1.8
D01531,iOS,Apple,iPhone 15,Android 14,5.1.8
D01532,iOS,Apple,iPhone 15,Android 14,5.1.9
D01533,Android,Xiaomi,11T Pro,Android 14,5.2.2
D01534,Android,Realme,Phone 2,Android 12,5.2.2
D01535,iOS,Apple,iPhone 14,Android 14,5.2.0
D01536,Android,Realme,Nord CE 3,Android 14,5.2.1
D01537,Android,OnePlus,Galaxy A54,Android 14,5.2.2
D01538,iOS,Apple,iPhone 16,Android 12,5.1.8
D01539,Android,Oppo,11T Pro,Android 14,5.1.8
D01540,iOS,Apple,iPhone 13,iOS 17,5.2.2
D01541,Android,Vivo,V29,iOS 16,5.2.0
D01542,Android,Xiaomi,Reno 11,iOS 17,5.2.2
D01543,Android,Realme,Galaxy S23,iOS 18,5.1.9
D01544,iOS,Apple,iPhone 14,Android 12,5.2.1
D01545,iOS,Apple,iPhone 14,Android 13,5.1.8
D01546,Android,OnePlus,Reno 11,iOS 17,5.2.2
D01547,Android,Samsung,Galaxy S23,Android 12,5.1.9
D01548,Android,OnePlus,Nord CE 3,iOS 16,5.2.1
D01549,iOS,Apple,iPhone 16,iOS 17,5.1.9
D01550,iOS,Apple,iPhone 13,Android 13,5.2.2
D01551,Android,Xiaomi,Galaxy S23,iOS 17,5.1.8
D01552,Android,OnePlus,Phone 2,iOS 17,5.2.2
D01553,Android,Xiaomi,Realme GT,iOS 16,5.2.0
D01554,Android,Motorola,Phone 2,iOS 18,5.2.2
D01555,iOS,Apple,iPhone 16,Android 14,5.2.0
D01556,iOS,Apple,iPhone 16,iOS 16,5.2.0
D01557,iOS,Apple,iPhone 16,iOS 17,5.2.1
D01558,Android,Nothing,Reno 11,iOS 17,5.1.9
D01559,Android,Vivo,Realme GT,Android 12,5.2.2
D01560,Android,Vivo,Reno 11,iOS 17,5.1.8
D01561,Android,Vivo,Phone 2,iOS 18,5.2.2
D01562,Android,Motorola,V29,iOS 16,5.2.1
D01563,iOS,Apple,iPhone 15,iOS 16,5.2.1
D01564,Android,Samsung,Galaxy S23,Android 12,5.2.1
D01565,Android,Motorola,V29,Android 14,5.1.8
D01566,iOS,Apple,iPhone 14,iOS 16,5.2.2
D01567,Android,Realme,Reno 11,iOS 17,5.2.2
D01568,iOS,Apple,iPhone 14,iOS 16,5.1.9
D01569,iOS,Apple,iPhone 16,iOS 16,5.2.2
D01570,iOS,Apple,iPhone 14,Android 14,5.2.2
D01571,iOS,Apple,iPhone 13,Android 12,5.1.8
D01572,Android,Samsung,Reno 11,Android 14,5.2.2
D01573,Android,Nothing,Galaxy S23,Android 12,5.2.0
D01574,Android,Nothing,Nord CE 3,iOS 17,5.1.8
D01575,iOS,Apple,iPhone 14,Android 14,5.2.0
D01576,iOS,Apple,iPhone 13,Android 12,5.2.0
D01577,Android,OnePlus,Galaxy S23,Android 14,5.2.0
D01578,iOS,Apple,iPhone 14,Android 14,5.2.2
D01579,iOS,Apple,iPhone 13,Android 13,5.2.1
D01580,iOS,Apple,iPhone 15,Android 13,5.1.8
D01581,Android,OnePlus,Galaxy S23,iOS 17,5.2.2
D01582,Android,Oppo,Realme GT,iOS 18,5.2.1
D01583,Android,Realme,Nord CE 3,iOS 17,5.2.0
D01584,Android,Samsung,11T Pro,Android 14,5.2.2
D01585,Android,Samsung,Edge 50,iOS 16,5.2.1
D01586,iOS,Apple,iPhone 15,Android 12,5.2.0
D01587,Android,Motorola,V29,iOS 18,5.2.1
D01588,Android,Oppo,11T Pro,Android 14,5.1.8
D01589,iOS,Apple,iPhone 14,iOS 18,5.2.2
D01590,Android,Samsung,Realme GT,iOS 17,5.1.9
D01591,Android,Oppo,Reno 11,iOS 18,5.2.1
D01592,Android,OnePlus,V29,iOS 17,5.2.2
D01593,iOS,Apple,iPhone 13,iOS 18,5.1.9
D01594,iOS,Apple,iPhone 13,iOS 18,5.2.2
D01595,Android,Nothing,Galaxy S23,Android 13,5.1.8
D01596,Android,Nothing,Reno 11,Android 13,5.1.8
D01597,iOS,Apple,iPhone 14,iOS 16,5.1.8
D01598,iOS,Apple,iPhone 16,Android 14,5.1.8
D01599,Android,Vivo,Phone 2,Android 13,5.2.0
D01600,Android,Vivo,Reno 11,Android 13,5.2.1
D01601,Android,Oppo,Realme GT,iOS 17,5.2.1
D01602,iOS,Apple,iPhone 14,Android 12,5.1.8
D01603,iOS,Apple,iPhone 14,Android 13,5.1.8
D01604,Android,OnePlus,Galaxy S23,Android 14,5.2.2
D01605,Android,Vivo,Galaxy S23,iOS 17,5.2.1
D01606,iOS,Apple,iPhone 16,iOS 17,5.2.0
D01607,Android,Nothing,Reno 11,Android 14,5.2.0
D01608,iOS,Apple,iPhone 15,iOS 18,5.1.8
D01609,Android,Xiaomi,Realme GT,iOS 16,5.1.8
D01610,Android,Samsung,V29,iOS 16,5.2.2
D01611,Android,Nothing,11T Pro,iOS 18,5.1.9
D01612,iOS,Apple,iPhone 16,iOS 17,5.1.8
D01613,Android,OnePlus,Phone 2,iOS 18,5.1.8
D01614,iOS,Apple,iPhone 14,Android 13,5.2.0
D01615,Android,Oppo,11T Pro,iOS 16,5.1.8
D01616,iOS,Apple,iPhone 15,iOS 18,5.2.2
D01617,Android,Xiaomi,11T Pro,Android 14,5.1.8
D01618,Android,Nothing,Nord CE 3,iOS 17,5.1.8
D01619,iOS,Apple,iPhone 14,Android 14,5.1.9
D01620,iOS,Apple,iPhone 16,iOS 17,5.1.8
D01621,Android,Samsung,11T Pro,Android 13,5.1.9
D01622,Android,Nothing,Phone 2,iOS 16,5.1.9
D01623,Android,Motorola,Nord CE 3,Android 14,5.2.2
D01624,Android,Realme,V29,Android 14,5.2.0
D01625,iOS,Apple,iPhone 14,Android 12,5.2.2
D01626,iOS,Apple,iPhone 15,Android 12,5.2.0
D01627,iOS,Apple,iPhone 13,Android 14,5.2.2
D01628,Android,Realme,Galaxy S23,iOS 17,5.2.0
D01629,iOS,Apple,iPhone 14,Android 12,5.2.0
D01630,Android,Nothing,Edge 50,iOS 18,5.2.0
D01631,iOS,Apple,iPhone 16,iOS 17,5.1.9
D01632,iOS,Apple,iPhone 14,iOS 18,5.1.8
D01633,Android,Oppo,Edge 50,iOS 17,5.1.8
D01634,iOS,Apple,iPhone 13,Android 12,5.2.1
D01635,Android,OnePlus,11T Pro,Android 13,5.2.1
D01636,iOS,Apple,iPhone 15,Android 14,5.2.0
D01637,Android,Vivo,Galaxy S23,iOS 18,5.1.8
D01638,Android,Samsung,Nord CE 3,Android 14,5.2.2
D01639,Android,Nothing,Nord CE 3,iOS 17,5.2.0
D01640,Android,Vivo,Galaxy A54,iOS 16,5.2.0
D01641,iOS,Apple,iPhone 16,iOS 18,5.1.9
D01642,iOS,Apple,iPhone 15,Android 14,5.2.2
D01643,iOS,Apple,iPhone 14,Android 14,5.2.1
D01644,iOS,Apple,iPhone 13,iOS 16,5.1.9
D01645,Android,Xiaomi,Edge 50,Android 12,5.2.2
D01646,iOS,Apple,iPhone 13,iOS 17,5.2.0
D01647,Android,Xiaomi,Nord CE 3,Android 14,5.1.9
D01648,iOS,Apple,iPhone 16,iOS 16,5.1.9
D01649,iOS,Apple,iPhone 14,iOS 16,5.1.9
D01650,iOS,Apple,iPhone 15,Android 12,5.1.9
D01651,Android,Oppo,Nord CE 3,iOS 16,5.2.0
D01652,iOS,Apple,iPhone 14,iOS 16,5.1.8
D01653,iOS,Apple,iPhone 15,iOS 16,5.2.0
D01654,iOS,Apple,iPhone 14,iOS 16,5.2.1
D01655,iOS,Apple,iPhone 15,iOS 16,5.2.2
D01656,iOS,Apple,iPhone 13,Android 13,5.1.8
D01657,Android,Oppo,Nord CE 3,Android 12,5.2.0
D01658,iOS,Apple,iPhone 13,Android 12,5.2.0
D01659,Android,Xiaomi,11T Pro,Android 12,5.2.2
D01660,Android,Xiaomi,Reno 11,iOS 16,5.1.9
D01661,iOS,Apple,iPhone 14,iOS 17,5.2.2
D01662,iOS,Apple,iPhone 13,Android 14,5.1.9
D01663,iOS,Apple,iPhone 16,iOS 16,5.2.2
D01664,Android,Xiaomi,Nord CE 3,Android 13,5.2.2
D01665,Android,Nothing,Nord CE 3,Android 13,5.2.0
D01666,Android,OnePlus,Phone 2,iOS 16,5.1.9
D01667,Android,Xiaomi,V29,Android 14,5.2.1
D01668,Android,Oppo,Galaxy S23,iOS 16,5.2.0
D01669,Android,Motorola,Nord CE 3,Android 13,5.2.1
D01670,Android,Nothing,Phone 2,Android 12,5.2.1
D01671,Android,Samsung,Edge 50,Android 13,5.2.1
D01672,iOS,Apple,iPhone 14,Android 13,5.1.9
D01673,iOS,Apple,iPhone 15,iOS 16,5.2.2
D01674,iOS,Apple,iPhone 14,iOS 16,5.2.0
D01675,iOS,Apple,iPhone 15,Android 14,5.2.2
D01676,Android,Nothing,Nord CE 3,iOS 16,5.2.0
D01677,Android,Xiaomi,Phone 2,Android 13,5.2.0
D01678,Android,Xiaomi,Nord CE 3,Android 14,5.1.9
D01679,Android,Vivo,Nord CE 3,Android 14,5.1.9
D01680,iOS,Apple,iPhone 14,Android 12,5.1.9
D01681,Android,Motorola,Edge 50,iOS 16,5.2.1
D01682,Android,Motorola,Galaxy A54,iOS 16,5.2.1
D01683,iOS,Apple,iPhone 14,Android 12,5.1.9
D01684,Android,OnePlus,Edge 50,Android 12,5.2.2
D01685,Android,Oppo,Nord CE 3,Android 12,5.2.1
D01686,Android,Realme,Edge 50,iOS 17,5.2.2
D01687,Android,Realme,Galaxy A54,iOS 18,5.2.1
D01688,iOS,Apple,iPhone 13,iOS 16,5.2.1
D01689,Android,Nothing,11T Pro,Android 12,5.2.0
D01690,Android,Vivo,11T Pro,Android 14,5.1.9
D01691,Android,Oppo,Nord CE 3,Android 12,5.2.1
D01692,Android,Realme,V29,iOS 16,5.1.8
D01693,iOS,Apple,iPhone 16,Android 13,5.2.1
D01694,Android,Motorola,Phone 2,Android 14,5.2.2
D01695,iOS,Apple,iPhone 15,Android 12,5.1.9
D01696,Android,Motorola,Realme GT,iOS 17,5.1.8
