ticket_id,transaction_id,user_id,issue_type,ticket_status,resolution_time_minutes,customer_rating
SP000749,T0016591,U003438,UPI PIN Issue,Resolved,311,5
SP000750,T0091734,U004900,Refund Pending,Open,1181,2
SP000751,T0041706,U005752,Merchant Complaint,In Progress,997,5
SP000752,T0063294,U002993,Merchant Complaint,Open,957,4
SP000753,T0070958,U004056,Money Debited Not Credited,Resolved,810,1
SP000754,T0064704,U007859,Payment Failed,Resolved,776,5
SP000755,T0089717,U007223,Money Debited Not Credited,Resolved,339,4
SP000756,T0061166,U005594,Transaction Pending,Resolved,1049,2
SP000757,T0037874,U008231,Duplicate Debit,Resolved,397,2
SP000758,T0021323,U001808,Refund Pending,Resolved,736,4
SP000759,T0073135,U002124,Bank Server Error,In Progress,827,2
SP000760,T0084917,U003538,Transaction Pending,Resolved,688,2
SP000761,T0000350,U004677,Payment Failed,Resolved,695,5
SP000762,T0090623,U008767,Duplicate Debit,In Progress,477,3
SP000763,T0026632,U000223,UPI PIN Issue,Open,981,4
SP000764,T0045697,U003475,Merchant Complaint,Resolved,416,5
SP000765,T0047026,U006783,Transaction Pending,Resolved,365,3
SP000766,T0072684,U005993,Refund Pending,Resolved,659,1
SP000767,T0066310,U005119,UPI PIN Issue,Open,213,5
SP000768,T0053044,U007465,Payment Failed,Resolved,272,3
SP000769,T0061563,U009689,Transaction Pending,Open,726,3
SP000770,T0091071,U001483,UPI PIN Issue,Resolved,1204,2
SP000771,T0090142,U009944,Payment Failed,Resolved,1361,4
SP000772,T0045486,U009623,Money Debited Not Credited,Resolved,729,3
SP000773,T0088068,U000924,Payment Failed,Open,1437,2
SP000774,T0069110,U008671,UPI PIN Issue,Resolved,1001,1
SP000775,T0032186,U005409,Bank Server Error,Resolved,622,2
SP000776,T0098847,U004428,Transaction Pending,Resolved,366,2
SP000777,T0060580,U007547,Money Debited Not Credited,Resolved,1339,2
SP000778,T0061600,U002719,Merchant Complaint,Resolved,785,3
SP000779,T0080482,U003978,Refund Pending,Resolved,176,5
SP000780,T0079405,U009886,Money Debited Not Credited,Resolved,819,4
SP000781,T0033574,U008694,Merchant Complaint,Open,885,5
SP000782,T0051853,U009377,Transaction Pending,Resolved,273,4
SP000783,T0036177,U002031,Transaction Pending,Open,290,2
SP000784,T0054601,U004897,Refund Pending,In Progress,37,1
SP000785,T0058544,U002639,Refund Pending,In Progress,144,3
SP000786,T0037967,U007595,Merchant Complaint,Open,677,3
SP000787,T0043376,U006703,Bank Server Error,Resolved,777,2
SP000788,T0001779,U004333,Refund Pending,Open,1134,3
SP000789,T0016217,U009002,Transaction Pending,Resolved,792,2
SP000790,T0054538,U005381,Money Debited Not Credited,Resolved,780,3
SP000791,T0023548,U004077,Payment Failed,Resolved,562,5
SP000792,T0041670,U003641,Refund Pending,Resolved,341,2
SP000793,T0015736,U007963,Transaction Pending,In Progress,1072,3
SP000794,T0094229,U008148,Duplicate Debit,Resolved,436,5
SP000795,T0038156,U002443,Refund Pending,Resolved,546,5
SP000796,T0087947,U002084,UPI PIN Issue,In Progress,512,5
SP000797,T0059169,U003289,Merchant Complaint,Resolved,101,5
SP000798,T0037442,U000338,Bank Server Error,In Progress,642,1
SP000799,T0020476,U008273,Transaction Pending,Open,1401,5
SP000800,T0075728,U002498,Merchant Complaint,Resolved,1043,4
SP000801,T0088892,U006517,Money Debited Not Credited,Resolved,1101,3
SP000802,T0042261,U005287,Duplicate Debit,Resolved,621,4
SP000803,T0045676,U002692,Payment Failed,In Progress,229,5
SP000804,T0011672,U009472,Money Debited Not Credited,Resolved,533,1
SP000805,T0001938,U008245,Refund Pending,Resolved,578,3
SP000806,T0086349,U007846,Duplicate Debit,Resolved,646,4
SP000807,T0078559,U008610,Bank Server Error,Resolved,341,3
SP000808,T0012920,U006870,Refund Pending,Resolved,627,3
SP000809,T0033117,U001674,Money Debited Not Credited,Resolved,486,1
SP000810,T0076297,U009354,Duplicate Debit,In Progress,1220,3
SP000811,T0044145,U000863,Payment Failed,Resolved,1268,5
SP000812,T0049706,U009021,Payment Failed,Resolved,1030,3
SP000813,T0022878,U004715,Payment Failed,Resolved,431,2
SP000814,T0093175,U008216,Transaction Pending,Resolved,808,4
SP000815,T0027807,U000222,Payment Failed,Open,432,1
SP000816,T0031616,U001216,Bank Server Error,Resolved,877,1
SP000817,T0066757,U007889,Bank Server Error,Resolved,1418,2
SP000818,T0013904,U000767,Bank Server Error,Resolved,890,3
SP000819,T0006037,U007400,Payment Failed,Open,121,5
SP000820,T0086585,U002198,UPI PIN Issue,In Progress,764,2
SP000821,T0017279,U001671,Transaction Pending,Resolved,1034,1
SP000822,T0013924,U006027,UPI PIN Issue,Resolved,177,2
SP000823,T0053034,U005779,Refund Pending,Resolved,742,1
SP000824,T0023447,U002519,Merchant Complaint,Resolved,479,4
SP000825,T0011572,U009966,Refund Pending,Resolved,1141,2
SP000826,T0043623,U004237,Duplicate Debit,In Progress,922,5
SP000827,T0098117,U006217,Transaction Pending,Resolved,1182,1
SP000828,T0076029,U006858,Payment Failed,Resolved,101,4
SP000829,T0009969,U004982,Duplicate Debit,In Progress,1008,3
SP000830,T0010962,U002682,Refund Pending,Resolved,1366,3
SP000831,T0017198,U002277,Payment Failed,Resolved,1037,3
SP000832,T0011311,U001285,Merchant Complaint,Resolved,547,4
SP000833,T0054558,U003111,Merchant Complaint,Resolved,713,1
SP000834,T0080190,U002029,Refund Pending,Resolved,996,3
SP000835,T0006225,U007626,Merchant Complaint,Open,300,5
SP000836,T0037109,U008164,Money Debited Not Credited,In Progress,1161,1
SP000837,T0037182,U003598,Transaction Pending,Resolved,528,2
SP000838,T0037783,U000034,UPI PIN Issue,Resolved,1408,3
SP000839,T0030161,U004895,UPI PIN Issue,Resolved,834,1
SP000840,T0027066,U001967,Payment Failed,Resolved,574,4
SP000841,T0046305,U003076,Payment Failed,Open,635,5
SP000842,T0059982,U006305,UPI PIN Issue,Resolved,888,1
SP000843,T0078169,U000845,Payment Failed,Resolved,469,2
SP000844,T0032570,U005295,Refund Pending,Resolved,1216,2
SP000845,T0011615,U001976,Merchant Complaint,Resolved,581,5
SP000846,T0098767,U003332,Money Debited Not Credited,Resolved,1013,3
SP000847,T0038601,U000827,Money Debited Not Credited,In Progress,42,4
SP000848,T0055261,U008025,UPI PIN Issue,Resolved,1323,5
SP000849,T0025552,U002734,Bank Server Error,Resolved,1404,5
SP000850,T0080945,U007039,Payment Failed,Resolved,1257,1
SP000851,T0026833,U002417,Payment Failed,Open,376,4
SP000852,T0028503,U001099,Bank Server Error,In Progress,389,2
SP000853,T0090598,U002486,Payment Failed,Open,961,2
SP000854,T0086813,U009768,UPI PIN Issue,Resolved,518,3
SP000855,T0046339,U005348,Merchant Complaint,In Progress,452,1
SP000856,T0020620,U000830,Refund Pending,Resolved,975,2
SP000857,T0064610,U002645,Money Debited Not Credited,Resolved,258,5
SP000858,T0049975,U001455,Merchant Complaint,In Progress,994,5
SP000859,T0064757,U005442,Merchant Complaint,Resolved,729,1
SP000860,T0093617,U006809,Transaction Pending,Resolved,92,3
SP000861,T0089047,U006749,Transaction Pending,In Progress,298,2
SP000862,T0067975,U006948,Refund Pending,Resolved,14,2
SP000863,T0089815,U002808,Bank Server Error,Resolved,750,2
SP000864,T0011853,U006640,UPI PIN Issue,Resolved,415,4
SP000865,T0043468,U007479,Payment Failed,Resolved,887,1
SP000866,T0026547,U004730,Merchant Complaint,Resolved,896,4
SP000867,T0079880,U000812,Merchant Complaint,Resolved,1412,4
SP000868,T0041423,U000886,Bank Server Error,Resolved,54,1
SP000869,T0058684,U001625,Merchant Complaint,Resolved,926,4
SP000870,T0078889,U001313,Merchant Complaint,Resolved,1396,4
SP000871,T0017304,U008189,Duplicate Debit,In Progress,1276,4
SP000872,T0012445,U001653,Transaction Pending,Resolved,745,1
SP000873,T0023249,U002672,Payment Failed,In Progress,1340,3
SP000874,T0019908,U009027,UPI PIN Issue,Resolved,699,2
SP000875,T0060885,U006360,UPI PIN Issue,Resolved,557,1
SP000876,T0039710,U004583,Transaction Pending,Open,1013,5
SP000877,T0015049,U003073,Bank Server Error,Resolved,776,5
SP000878,T0010505,U004158,Payment Failed,Resolved,1433,1
SP000879,T0097808,U005716,Merchant Complaint,Resolved,907,1
SP000880,T0052579,U004211,UPI PIN Issue,In Progress,144,5
SP000881,T0048700,U000603,Transaction Pending,Resolved,847,2
SP000882,T0088861,U007019,Payment Failed,Open,1140,3
SP000883,T0061911,U005782,Payment Failed,Open,1056,1
SP000884,T0058568,U008724,Merchant Complaint,Open,1086,1
SP000885,T0092679,U000912,UPI PIN Issue,Resolved,681,2
SP000886,T0020877,U002201,Merchant Complaint,Resolved,459,1
SP000887,T0007490,U005869,Merchant Complaint,In Progress,876,2
SP000888,T0017564,U004856,UPI PIN Issue,Resolved,447,1
SP000889,T0045861,U007637,Bank Server Error,Resolved,1199,1
SP000890,T0023016,U000536,Payment Failed,Resolved,163,3
SP000891,T0028980,U004390,Merchant Complaint,Resolved,1060,3
SP000892,T0035797,U001131,Money Debited Not Credited,Resolved,311,4
SP000893,T0071650,U001426,Merchant Complaint,Open,160,4
SP000894,T0059393,U002427,Duplicate Debit,Resolved,193,2
SP000895,T0076905,U005869,UPI PIN Issue,Resolved,1141,5
SP000896,T0009169,U000873,Duplicate Debit,Resolved,1033,3
SP000897,T0071115,U001939,Merchant Complaint,Resolved,637,3
SP000898,T0029784,U001940,Money Debited Not Credited,Resolved,1413,4
SP000899,T0063393,U008732,Payment Failed,In Progress,435,1
SP000900,T0089410,U005835,Refund Pending,Resolved,1357,3
SP000901,T0002336,U008668,UPI PIN Issue,Open,1021,4
SP000902,T0024765,U004074,UPI PIN Issue,Open,783,1
SP000903,T0046979,U005589,UPI PIN Issue,Open,473,5
SP000904,T0091475,U002374,Transaction Pending,Resolved,273,2
SP000905,T0091456,U000962,Bank Server Error,Resolved,194,5
SP000906,T0012118,U007884,Duplicate Debit,Resolved,713,5
SP000907,T0011002,U001183,Bank Server Error,Resolved,14,4
SP000908,T0049402,U000808,Refund Pending,Resolved,141,2
SP000909,T0081890,U008662,Refund Pending,Resolved,1120,2
SP000910,T0047759,U000480,UPI PIN Issue,Resolved,1336,5
SP000911,T0066103,U001528,UPI PIN Issue,Open,921,1
SP000912,T0059481,U008893,Bank Server Error,Resolved,1094,1
SP000913,T0092804,U003299,Money Debited Not Credited,Resolved,184,2
SP000914,T0085934,U006983,Bank Server Error,Resolved,1149,4
SP000915,T0096728,U001805,UPI PIN Issue,Resolved,756,4
SP000916,T0069281,U003335,Refund Pending,Resolved,833,2
SP000917,T0035359,U005861,Payment Failed,In Progress,483,4
SP000918,T0092760,U009440,UPI PIN Issue,Resolved,249,2
SP000919,T0038374,U003655,Duplicate Debit,Resolved,929,3
SP000920,T0036577,U009752,Merchant Complaint,Resolved,626,1
SP000921,T0025801,U005622,Money Debited Not Credited,Open,1243,4
SP000922,T0069859,U000990,Bank Server Error,In Progress,490,3
SP000923,T0031480,U008956,Transaction Pending,Open,71,1
SP000924,T0049825,U004900,Bank Server Error,Resolved,1049,5
SP000925,T0010298,U006519,Merchant Complaint,Resolved,1276,3
SP000926,T0092250,U002071,Refund Pending,In Progress,1411,5
SP000927,T0087035,U009964,Money Debited Not Credited,In Progress,489,1
SP000928,T0085738,U007841,UPI PIN Issue,Resolved,1013,3
SP000929,T0075295,U001678,Money Debited Not Credited,Resolved,1323,2
SP000930,T0013903,U002281,Duplicate Debit,In Progress,819,3
SP000931,T0079126,U001930,UPI PIN Issue,Resolved,629,1
SP000932,T0035006,U009780,Money Debited Not Credited,Resolved,526,2
SP000933,T0024595,U005096,Money Debited Not Credited,Resolved,125,3
SP000934,T0090965,U003466,Transaction Pending,Resolved,597,5
SP000935,T0040721,U006104,Transaction Pending,Resolved,1337,1
SP000936,T0086787,U003622,Transaction Pending,Resolved,47,1
SP000937,T0098042,U007104,Duplicate Debit,Resolved,1229,3
SP000938,T0073127,U003446,Bank Server Error,Resolved,760,3
SP000939,T0085807,U005497,Money Debited Not Credited,Resolved,654,4
SP000940,T0049255,U009412,Payment Failed,Resolved,913,4
SP000941,T0015399,U002395,Duplicate Debit,Open,128,2
SP000942,T0049381,U005791,Money Debited Not Credited,Open,418,5
SP000943,T0037506,U009230,Payment Failed,Resolved,825,1
SP000944,T0016832,U003227,Duplicate Debit,Resolved,272,2
SP000945,T0074571,U006980,Money Debited Not Credited,In Progress,284,1
SP000946,T0039402,U007540,UPI PIN Issue,Resolved,1380,1
SP000947,T0062212,U001586,Money Debited Not Credited,Resolved,56,3
SP000948,T0080565,U002242,Money Debited Not Credited,Resolved,723,4
SP000949,T0072271,U008762,Payment Failed,Resolved,724,1
SP000950,T0085335,U004390,Refund Pending,Open,581,3
SP000951,T0011455,U000178,Money Debited Not Credited,Resolved,845,1
SP000952,T0028798,U009968,Duplicate Debit,Resolved,66,3
SP000953,T0081689,U008372,Refund Pending,Resolved,1334,2
SP000954,T0092481,U000773,UPI PIN Issue,Open,68,1
SP000955,T0012339,U004603,Merchant Complaint,Resolved,1101,3
SP000956,T0006259,U004730,Merchant Complaint,Resolved,582,1
SP000957,T0055405,U006555,Money Debited Not Credited,Resolved,254,4
SP000958,T0098235,U001088,Refund Pending,Resolved,505,2
SP000959,T0064205,U005438,Money Debited Not Credited,Resolved,886,3
SP000960,T0002664,U008963,Refund Pending,In Progress,79,5
SP000961,T0095968,U008054,Bank Server Error,Open,148,4
SP000962,T0086343,U009268,Merchant Complaint,Resolved,400,4
SP000963,T0055865,U006745,Bank Server Error,Resolved,948,5
SP000964,T0006502,U007111,UPI PIN Issue,Resolved,1190,5
SP000965,T0087320,U001585,Transaction Pending,Resolved,1321,5
SP000966,T0021696,U007374,Duplicate Debit,In Progress,501,4
SP000967,T0002566,U004008,Bank Server Error,Resolved,703,3
SP000968,T0082519,U001118,Merchant Complaint,Resolved,389,3
SP000969,T0032783,U006337,Merchant Complaint,Resolved,862,3
SP000970,T0038513,U006366,Bank Server Error,Open,777,1
SP000971,T0015454,U008152,Bank Server Error,Open,1214,4
SP000972,T0063404,U008458,Bank Server Error,Resolved,622,2
SP000973,T0055845,U008539,Merchant Complaint,Resolved,1325,3
SP000974,T0059227,U007071,Duplicate Debit,Resolved,1428,5
SP000975,T0015420,U007894,Payment Failed,Resolved,230,2
SP000976,T0028281,U005694,UPI PIN Issue,Open,1281,3
SP000977,T0091311,U004492,Transaction Pending,Resolved,43,1
SP000978,T0082994,U003967,Payment Failed,Resolved,1219,5
SP000979,T0040018,U004856,Merchant Complaint,Resolved,1392,2
SP000980,T0080981,U008462,Money Debited Not Credited,Resolved,846,2
SP000981,T0081563,U005216,Money Debited Not Credited,Resolved,590,2
SP000982,T0074504,U009408,Merchant Complaint,In Progress,787,4
SP000983,T0025562,U009276,Transaction Pending,Resolved,74,5
SP000984,T0088816,U006807,Refund Pending,Resolved,773,4
SP000985,T0018052,U006113,Merchant Complaint,Resolved,897,2
SP000986,T0001931,U001646,Duplicate Debit,Resolved,1261,4
SP000987,T0098492,U005551,Merchant Complaint,Open,54,5
SP000988,T0069615,U009091,Merchant Complaint,Resolved,604,3
SP000989,T0087381,U009329,Transaction Pending,Resolved,417,1
SP000990,T0023603,U007934,Transaction Pending,Resolved,1294,4
SP000991,T0033985,U007494,Duplicate Debit,Resolved,1061,3
SP000992,T0034776,U006267,Transaction Pending,Resolved,960,3
SP000993,T0009705,U004152,Transaction Pending,In Progress,16,3
SP000994,T0032741,U009439,Payment Failed,Open,129,2
SP000995,T0008231,U003968,Transaction Pending,Resolved,660,2
SP000996,T0055153,U001702,Refund Pending,Resolved,1261,4
SP000997,T0060754,U008698,Bank Server Error,In Progress,1196,5
SP000998,T0077799,U009671,Bank Server Error,Resolved,1003,4
SP000999,T0057837,U001864,Payment Failed,Resolved,376,1
SP001000,T0012234,U005600,Transaction Pending,Resolved,1039,2
SP001001,T0074942,U000558,UPI PIN Issue,Resolved,196,2
SP001002,T0038339,U000007,UPI PIN Issue,Open,1134,3
SP001003,T0009478,U000856,Transaction Pending,Resolved,651,5
SP001004,T0052747,U001986,Duplicate Debit,In Progress,885,2
SP001005,T0041332,U003327,Bank Server Error,Resolved,1229,3
SP001006,T0048350,U006831,Duplicate Debit,In Progress,33,3
SP001007,T0065492,U006336,Merchant Complaint,In Progress,1357,2
SP001008,T0006612,U006973,Payment Failed,Resolved,330,3
SP001009,T0064340,U001922,Merchant Complaint,In Progress,897,1
SP001010,T0055095,U002356,Merchant Complaint,Open,75,5
SP001011,T0038060,U004171,Refund Pending,Resolved,909,3
SP001012,T0059625,U000103,Refund Pending,Resolved,1277,5
SP001013,T0088370,U008741,UPI PIN Issue,Resolved,1085,2
SP001014,T0003085,U001511,UPI PIN Issue,In Progress,620,5
SP001015,T0074431,U008900,Refund Pending,Resolved,899,2
SP001016,T0046870,U006051,Merchant Complaint,In Progress,442,2
SP001017,T0008145,U000839,Duplicate Debit,Resolved,277,4
SP001018,T0035316,U006866,Payment Failed,Resolved,336,4
SP001019,T0033243,U007348,Bank Server Error,Resolved,1087,2
SP001020,T0071453,U000338,Transaction Pending,Resolved,585,4
SP001021,T0090340,U005148,Merchant Complaint,Open,707,4
SP001022,T0029557,U003017,UPI PIN Issue,Open,1358,2
SP001023,T0043690,U005162,Payment Failed,Open,584,5
SP001024,T0014501,U004688,Payment Failed,In Progress,974,1
SP001025,T0082502,U006224,Duplicate Debit,Resolved,462,3
SP001026,T0050305,U008913,Payment Failed,Resolved,1350,3
SP001027,T0026110,U005391,Bank Server Error,Open,673,5
SP001028,T0042983,U000738,Transaction Pending,Resolved,35,4
SP001029,T0001863,U006811,Duplicate Debit,Resolved,825,4
SP001030,T0050845,U007050,Refund Pending,Resolved,359,5
SP001031,T0017959,U000337,Transaction Pending,Resolved,931,3
SP001032,T0003581,U002340,Money Debited Not Credited,Resolved,53,5
SP001033,T0087022,U001755,Duplicate Debit,Resolved,607,2
SP001034,T0057717,U004977,Refund Pending,Resolved,560,4
SP001035,T0006452,U009014,Duplicate Debit,In Progress,1011,4
SP001036,T0012166,U006972,Bank Server Error,Resolved,885,3
SP001037,T0088349,U001582,Transaction Pending,Resolved,662,1
SP001038,T0096068,U004950,Bank Server Error,Resolved,584,4
SP001039,T0000024,U001974,Payment Failed,Open,510,4
SP001040,T0085244,U005724,Merchant Complaint,In Progress,1331,2
SP001041,T0020457,U003189,Bank Server Error,In Progress,807,3
SP001042,T0017574,U000704,Refund Pending,In Progress,190,5
SP001043,T0012628,U004444,Duplicate Debit,Resolved,285,5
SP001044,T0054393,U003590,Merchant Complaint,Resolved,9,1
SP001045,T0037143,U006023,Refund Pending,Resolved,144,3
SP001046,T0071621,U006315,Money Debited Not Credited,Open,925,4
SP001047,T0006591,U002539,Transaction Pending,Open,1431,1
SP001048,T0042081,U005614,Money Debited Not Credited,Resolved,1169,2
SP001049,T0059025,U007448,Duplicate Debit,Open,167,2
SP001050,T0047893,U007557,Merchant Complaint,Resolved,1351,1
SP001051,T0064600,U006642,Bank Server Error,Resolved,857,3
SP001052,T0041604,U002792,UPI PIN Issue,Resolved,564,3
SP001053,T0039214,U008142,Transaction Pending,Resolved,24,4
SP001054,T0038110,U009309,Duplicate Debit,In Progress,786,5
SP001055,T0088970,U000928,Duplicate Debit,Open,493,2
SP001056,T0091986,U008418,Bank Server Error,Resolved,714,3
SP001057,T0007567,U004258,Payment Failed,In Progress,319,1
SP001058,T0052869,U008804,Transaction Pending,Resolved,956,2
SP001059,T0019254,U009387,Money Debited Not Credited,Resolved,1001,4
SP001060,T0016278,U001137,Transaction Pending,Resolved,800,5
SP001061,T0093338,U003981,Payment Failed,Resolved,127,5
SP001062,T0065049,U009647,Merchant Complaint,Resolved,343,1
SP001063,T0056426,U006216,Duplicate Debit,Resolved,293,3
SP001064,T0077618,U002154,Transaction Pending,Resolved,57,5
SP001065,T0011030,U003800,UPI PIN Issue,Resolved,1155,5
SP001066,T0005982,U004498,Bank Server Error,Resolved,637,3
SP001067,T0036642,U004987,Transaction Pending,Resolved,1016,2
SP001068,T0092642,U001181,Payment Failed,Resolved,317,2
SP001069,T0036610,U005743,Transaction Pending,Resolved,822,5
SP001070,T0083879,U003586,Refund Pending,Resolved,868,4
SP001071,T0065494,U005406,Refund Pending,In Progress,1005,2
SP001072,T0091037,U008098,Transaction Pending,Resolved,114,4
SP001073,T0016869,U008624,Payment Failed,Resolved,951,3
SP001074,T0066986,U003481,Duplicate Debit,Resolved,325,5
SP001075,T0001219,U009869,Duplicate Debit,Open,399,5
SP001076,T0096075,U004284,Duplicate Debit,Resolved,1272,3
SP001077,T0047027,U008161,Bank Server Error,Resolved,1066,3
SP001078,T0072301,U002930,Bank Server Error,In Progress,858,3
SP001079,T0004452,U008068,Payment Failed,Resolved,827,5
SP001080,T0025321,U005033,Transaction Pending,Resolved,837,3
SP001081,T0031964,U008634,Payment Failed,Open,1218,1
SP001082,T0030048,U002722,Duplicate Debit,Resolved,669,4
SP001083,T0055815,U006922,Transaction Pending,Resolved,535,1
SP001084,T0037862,U003645,Money Debited Not Credited,Resolved,1262,5
SP001085,T0073368,U000070,Bank Server Error,Resolved,803,5
SP001086,T0065079,U002036,Money Debited Not Credited,Resolved,541,5
SP001087,T0097106,U007116,Money Debited Not Credited,In Progress,35,2
SP001088,T0018696,U004886,Money Debited Not Credited,Resolved,653,4
SP001089,T0082172,U000665,Transaction Pending,Open,1141,5
SP001090,T0048043,U003218,UPI PIN Issue,In Progress,460,2
SP001091,T0067207,U009062,Bank Server Error,In Progress,1292,2
SP001092,T0035873,U003249,Duplicate Debit,In Progress,169,5
SP001093,T0054700,U001408,Transaction Pending,Resolved,1001,3
SP001094,T0086902,U003203,Transaction Pending,In Progress,246,4
SP001095,T0022892,U008075,Duplicate Debit,In Progress,432,3
SP001096,T0072603,U003241,Money Debited Not Credited,Open,1275,5
SP001097,T0076260,U000353,Refund Pending,Open,1300,5
SP001098,T0005302,U006258,Merchant Complaint,Resolved,281,5
SP001099,T0018473,U000057,Money Debited Not Credited,Resolved,19,2
SP001100,T0015921,U001067,Merchant Complaint,Resolved,370,1
SP001101,T0005555,U000512,Money Debited Not Credited,In Progress,678,2
SP001102,T0018025,U004898,Merchant Complaint,Resolved,1215,3
SP001103,T0034994,U007219,Money Debited Not Credited,Resolved,1402,5
SP001104,T0009589,U003463,Bank Server Error,Resolved,587,2
SP001105,T0080294,U001650,Payment Failed,Resolved,1006,3
SP001106,T0099629,U002864,UPI PIN Issue,Resolved,871,5
SP001107,T0041524,U007205,UPI PIN Issue,Open,529,1
SP001108,T0012256,U002790,Refund Pending,Open,801,5
SP001109,T0086700,U008517,UPI PIN Issue,In Progress,1060,5
SP001110,T0080505,U004181,Merchant Complaint,In Progress,212,3
SP001111,T0033069,U002218,Merchant Complaint,Resolved,1362,1
SP001112,T0079413,U003842,Transaction Pending,Open,1015,3
SP001113,T0041092,U009272,UPI PIN Issue,Open,189,2
SP001114,T0021174,U004929,Bank Server Error,Resolved,325,3
SP001115,T0085504,U007677,Merchant Complaint,Resolved,339,3
SP001116,T0025427,U004648,Money Debited Not Credited,In Progress,771,5
SP001117,T0017092,U007898,Payment Failed,Resolved,729,4
SP001118,T0099704,U001926,Refund Pending,Resolved,1379,3
SP001119,T0096265,U000764,Bank Server Error,Open,378,5
SP001120,T0024192,U005065,Transaction Pending,In Progress,986,3
SP001121,T0013906,U004607,UPI PIN Issue,Resolved,1112,5
SP001122,T0020442,U001194,UPI PIN Issue,In Progress,446,4
SP001123,T0040973,U006869,Refund Pending,In Progress,1249,3
SP001124,T0072480,U006218,Merchant Complaint,Resolved,1088,2
SP001125,T0086199,U001941,Money Debited Not Credited,Open,809,2
SP001126,T0071420,U005434,Transaction Pending,Resolved,1113,5
SP001127,T0038099,U006947,Payment Failed,Resolved,310,4
SP001128,T0008602,U003753,UPI PIN Issue,In Progress,665,2
SP001129,T0044716,U001303,Payment Failed,Resolved,509,4
SP001130,T0025472,U009606,Bank Server Error,Open,318,5
SP001131,T0062601,U009536,Bank Server Error,Resolved,399,2
SP001132,T0056277,U009960,Refund Pending,Resolved,433,4
SP001133,T0029440,U000557,Transaction Pending,Resolved,544,2
SP001134,T0079804,U005964,Money Debited Not Credited,Resolved,163,1
SP001135,T0075707,U006598,Bank Server Error,Resolved,327,2
SP001136,T0039873,U002144,Merchant Complaint,Open,444,1
SP001137,T0082929,U005165,Payment Failed,Resolved,1012,4
SP001138,T0078718,U000746,Bank Server Error,Resolved,821,1
SP001139,T0015746,U006648,Transaction Pending,Resolved,303,1
SP001140,T0090347,U008463,UPI PIN Issue,Open,167,4
SP001141,T0040308,U000635,UPI PIN Issue,Resolved,1300,2
SP001142,T0045223,U004834,Merchant Complaint,Resolved,835,2
SP001143,T0090920,U002032,Bank Server Error,Resolved,1399,3
SP001144,T0027965,U006103,Duplicate Debit,Resolved,1017,4
SP001145,T0075772,U001073,Merchant Complaint,In Progress,576,1
SP001146,T0084990,U005450,Refund Pending,Resolved,979,4
SP001147,T0090029,U000574,Duplicate Debit,In Progress,1196,4
SP001148,T0099619,U003774,Money Debited Not Credited,Open,64,4
SP001149,T0068008,U007798,Duplicate Debit,Resolved,585,5
SP001150,T0031315,U002232,UPI PIN Issue,Resolved,1399,1
SP001151,T0055061,U008955,Transaction Pending,Resolved,834,1
SP001152,T0098088,U009922,Refund Pending,Resolved,598,4
SP001153,T0072159,U002918,Merchant Complaint,Resolved,714,2
SP001154,T0046784,U006339,Money Debited Not Credited,Open,1345,2
SP001155,T0019122,U001124,Bank Server Error,Open,516,4
SP001156,T0076930,U001553,Bank Server Error,Resolved,107,1
SP001157,T0032403,U002374,Refund Pending,Resolved,1119,1
SP001158,T0028487,U003913,Bank Server Error,Resolved,102,4
SP001159,T0043538,U006614,Merchant Complaint,Open,1248,5
SP001160,T0036544,U004526,Bank Server Error,Resolved,1122,2
SP001161,T0052026,U005303,Refund Pending,Resolved,199,1
SP001162,T0012165,U009517,Duplicate Debit,Resolved,1206,3
SP001163,T0057225,U001909,Payment Failed,Resolved,1366,3
SP001164,T0053949,U000736,Transaction Pending,In Progress,763,3
SP001165,T0050470,U002490,Money Debited Not Credited,In Progress,104,3
SP001166,T0093904,U008861,Payment Failed,Resolved,487,4
SP001167,T0096770,U008287,Money Debited Not Credited,Resolved,698,2
SP001168,T0075020,U001660,Payment Failed,Resolved,619,1
SP001169,T0013895,U001100,Transaction Pending,Resolved,678,3
SP001170,T0047582,U007839,Transaction Pending,Resolved,236,5
SP001171,T0067041,U007705,Duplicate Debit,Open,802,4
SP001172,T0020963,U008091,Payment Failed,Open,1041,2
SP001173,T0075235,U005397,Money Debited Not Credited,Resolved,970,2
SP001174,T0022077,U000897,Payment Failed,In Progress,684,5
SP001175,T0074888,U005685,Refund Pending,Resolved,479,1
SP001176,T0087713,U003034,Merchant Complaint,Resolved,490,2
SP001177,T0020642,U004077,UPI PIN Issue,Resolved,980,1
SP001178,T0076657,U001460,Refund Pending,Resolved,293,5
SP001179,T0010715,U000841,Payment Failed,Resolved,1231,2
SP001180,T0030351,U007451,Duplicate Debit,Resolved,1285,5
SP001181,T0037080,U000253,Money Debited Not Credited,Resolved,217,2
SP001182,T0003315,U003038,Merchant Complaint,Resolved,915,4
SP001183,T0031580,U008279,Merchant Complaint,Resolved,850,1
SP001184,T0091164,U000114,Payment Failed,Resolved,688,5
SP001185,T0099289,U008405,Merchant Complaint,Resolved,219,2
SP001186,T0042692,U001971,Transaction Pending,Resolved,1378,1
SP001187,T0013020,U003410,Payment Failed,In Progress,304,4
SP001188,T0017804,U002727,Refund Pending,Open,1043,1
SP001189,T0036116,U006862,Merchant Complaint,In Progress,948,1
SP001190,T0030820,U003157,Payment Failed,Resolved,1087,4
