session_id,user_id,device_id,session_date,hour,session_duration_minutes,screens_viewed,transactions_attempted
S0010723,U004855,D04082,2025-03-06,22,5,14,3
S0010724,U002656,D00921,2025-03-25,21,1,1,2
S0010725,U008853,D04589,2025-11-18,11,4,2,0
S0010726,U001565,D01653,2025-02-05,10,31,8,4
S0010727,U004103,D04319,2025-12-22,23,33,19,4
S0010728,U003111,D01022,2025-04-30,22,3,10,0
S0010729,U004525,D01068,2025-06-01,23,32,12,3
S0010730,U004713,D00214,2025-02-04,15,25,19,5
S0010731,U005602,D01303,2025-08-07,22,12,18,5
S0010732,U007085,D04519,2025-09-12,15,4,1,2
S0010733,U001768,D04508,2025-03-23,22,15,4,4
S0010734,U003769,D00679,2025-09-18,18,35,9,5
S0010735,U008749,D00094,2025-04-16,12,11,5,0
S0010736,U004314,D00374,2025-03-25,7,15,13,4
S0010737,U009077,D01019,2025-08-24,16,10,18,2
S0010738,U004603,D03525,2025-11-08,15,4,19,3
S0010739,U003837,D04049,2025-12-02,15,9,11,5
S0010740,U007978,D03173,2025-07-10,8,8,10,2
S0010741,U009515,D01175,2025-03-25,12,22,19,1
S0010742,U004760,D04388,2025-01-16,3,5,20,1
S0010743,U003364,D02919,2025-11-05,11,44,8,2
S0010744,U003989,D01400,2025-09-16,20,2,15,0
S0010745,U007491,D04178,2025-12-06,19,9,7,5
S0010746,U002439,D01328,2025-10-14,23,23,7,5
S0010747,U000781,D03338,2025-03-28,15,11,1,5
S0010748,U004054,D03099,2025-04-18,9,7,5,3
S0010749,U007871,D03063,2025-08-13,9,20,15,2
S0010750,U006400,D01007,2025-03-18,10,11,6,3
S0010751,U008234,D02038,2025-07-16,4,37,9,2
S0010752,U008956,D01007,2025-08-06,12,3,20,4
S0010753,U007620,D00760,2025-08-05,16,2,12,1
S0010754,U008516,D01000,2025-03-18,20,24,15,4
S0010755,U001076,D03797,2025-01-02,12,3,6,4
S0010756,U001513,D01318,2025-10-10,8,25,15,2
S0010757,U008015,D00384,2025-07-19,20,9,4,0
S0010758,U007667,D01131,2025-04-19,9,36,11,0
S0010759,U006969,D00789,2025-11-28,0,45,8,1
S0010760,U006104,D03030,2025-01-22,3,38,6,0
S0010761,U005199,D04284,2025-02-26,23,33,8,4
S0010762,U006304,D03593,2025-02-25,11,32,18,3
S0010763,U000265,D03983,2025-03-18,4,20,10,5
S0010764,U003049,D04870,2025-06-19,4,42,9,1
S0010765,U005614,D04812,2025-02-15,18,17,9,2
S0010766,U001120,D01451,2025-07-26,8,7,16,1
S0010767,U006250,D04037,2025-03-31,22,37,15,0
S0010768,U009858,D03237,2025-08-21,18,26,17,0
S0010769,U000937,D02125,2025-08-11,11,37,16,2
S0010770,U002910,D01161,2025-01-10,16,19,3,2
S0010771,U008563,D03364,2025-02-17,7,33,11,2
S0010772,U008560,D02096,2025-07-09,18,3,10,3
S0010773,U001874,D00463,2025-03-05,0,35,19,5
S0010774,U008584,D01181,2025-09-08,5,44,14,1
S0010775,U002797,D01572,2025-08-06,19,33,13,3
S0010776,U008443,D03630,2025-03-01,14,10,9,4
S0010777,U006198,D03627,2025-05-18,6,15,15,1
S0010778,U005764,D00247,2025-08-02,19,45,9,5
S0010779,U006906,D00119,2025-12-30,20,32,3,5
S0010780,U004310,D03191,2025-01-03,2,22,8,2
S0010781,U000350,D03134,2025-02-16,1,19,6,4
S0010782,U008288,D04432,2025-02-08,9,19,20,2
S0010783,U006211,D00946,2025-11-16,20,42,14,0
S0010784,U001566,D00049,2025-08-30,9,23,13,1
S0010785,U003158,D03507,2025-04-28,4,29,12,1
S0010786,U000985,D00972,2025-05-27,16,40,11,5
S0010787,U008608,D02044,2025-05-10,20,6,13,0
S0010788,U001042,D02099,2025-10-23,23,18,5,1
S0010789,U006919,D03803,2025-11-06,23,38,10,2
S0010790,U000822,D04985,2025-10-18,23,2,20,0
S0010791,U001566,D00974,2025-09-29,5,26,10,3
S0010792,U003935,D02801,2025-06-20,22,29,18,3
S0010793,U001575,D04339,2025-05-02,5,30,13,4
S0010794,U008548,D00525,2025-10-30,8,6,16,5
S0010795,U009972,D00997,2025-07-05,16,35,10,1
S0010796,U009663,D00668,2025-10-01,3,12,18,4
S0010797,U000166,D01680,2025-08-20,9,30,7,0
S0010798,U007018,D00276,2025-02-14,9,5,20,4
S0010799,U003506,D02036,2025-03-31,18,21,8,3
S0010800,U006801,D03428,2025-01-03,11,10,3,5
S0010801,U005337,D00857,2025-10-13,20,16,10,2
S0010802,U003569,D02836,2025-06-04,15,39,14,0
S0010803,U009201,D01594,2025-05-08,10,24,16,0
S0010804,U008697,D03270,2025-11-20,10,42,18,2
S0010805,U000730,D01556,2025-06-04,5,36,11,0
S0010806,U000757,D01220,2025-01-24,8,21,7,2
S0010807,U004556,D01328,2025-12-19,21,41,5,1
S0010808,U009530,D01742,2025-07-31,9,20,10,5
S0010809,U009519,D01984,2025-11-27,23,9,18,1
S0010810,U009551,D01919,2025-07-21,20,1,16,4
S0010811,U001469,D01294,2025-04-14,14,7,17,4
S0010812,U000941,D01565,2025-03-02,15,21,2,3
S0010813,U000462,D03228,2025-03-11,12,38,9,5
S0010814,U007872,D01105,2025-05-19,12,18,18,1
S0010815,U004336,D04573,2025-11-29,1,32,10,1
S0010816,U004664,D02712,2025-09-09,17,5,4,4
S0010817,U002925,D01243,2025-02-17,19,32,8,5
S0010818,U003209,D03329,2025-12-24,4,15,8,1
S0010819,U003878,D00667,2025-02-19,7,5,11,3
S0010820,U009691,D00671,2025-03-10,22,6,20,0
S0010821,U004816,D00927,2025-05-09,17,17,16,5
S0010822,U002304,D03442,2025-04-13,16,43,11,4
S0010823,U008617,D01772,2025-08-07,22,30,12,0
S0010824,U008111,D00484,2025-03-05,13,12,11,1
S0010825,U001366,D00399,2025-05-06,14,26,18,4
S0010826,U009367,D03557,2025-06-04,17,1,9,3
S0010827,U005198,D03292,2025-11-27,16,27,19,0
S0010828,U004351,D03968,2025-11-23,23,36,2,0
S0010829,U002935,D01135,2025-05-22,10,35,3,1
S0010830,U004944,D01138,2025-09-20,15,17,7,3
S0010831,U000793,D02791,2025-04-01,3,32,15,1
S0010832,U008934,D03978,2025-09-24,9,12,8,3
S0010833,U004232,D03503,2025-11-09,14,41,7,5
S0010834,U008433,D04024,2025-10-10,22,16,1,3
S0010835,U009067,D01904,2025-12-01,0,24,13,1
S0010836,U000660,D01570,2025-02-24,13,8,1,5
S0010837,U004121,D00796,2025-09-28,8,18,18,3
S0010838,U008457,D02971,2025-05-15,2,9,6,0
S0010839,U008157,D02498,2025-08-20,6,24,15,2
S0010840,U003330,D00855,2025-10-10,18,5,4,5
S0010841,U008590,D04872,2025-10-20,21,41,6,2
S0010842,U008467,D00385,2025-04-21,6,23,11,1
S0010843,U004545,D02886,2025-06-04,0,45,12,0
S0010844,U003182,D01899,2025-08-03,22,6,7,0
S0010845,U003303,D03808,2025-02-20,23,22,1,2
S0010846,U004986,D01667,2025-01-07,6,39,3,3
S0010847,U005727,D01177,2025-11-24,19,14,12,5
S0010848,U001456,D03893,2025-03-15,7,1,1,4
S0010849,U000348,D02630,2025-05-13,11,11,12,0
S0010850,U005542,D02066,2025-08-21,2,35,3,3
S0010851,U000276,D02987,2025-05-01,6,23,14,4
S0010852,U006018,D03354,2025-03-11,8,26,18,0
S0010853,U005942,D03573,2025-07-28,1,24,11,5
S0010854,U003756,D02612,2025-07-30,17,32,20,1
S0010855,U007097,D03307,2025-12-21,16,12,6,3
S0010856,U007011,D01894,2025-08-06,4,34,7,0
S0010857,U004339,D03552,2025-05-16,1,11,4,0
S0010858,U006171,D00026,2025-05-15,15,42,12,2
S0010859,U000316,D02683,2025-03-09,17,27,7,1
S0010860,U006894,D04906,2025-04-09,16,41,1,3
S0010861,U000994,D03652,2025-06-24,7,13,15,0
S0010862,U006758,D01988,2025-12-01,16,36,16,5
S0010863,U000984,D03929,2025-07-07,2,23,3,2
S0010864,U005534,D02658,2025-04-19,16,38,6,3
S0010865,U009002,D02530,2025-12-24,21,16,17,1
S0010866,U005901,D01597,2025-08-10,23,29,10,5
S0010867,U008963,D03270,2025-05-08,2,39,8,4
S0010868,U005993,D01907,2025-03-20,13,29,16,5
S0010869,U000361,D03403,2025-09-28,6,14,19,4
S0010870,U006784,D02705,2025-01-31,20,25,16,0
S0010871,U000281,D03488,2025-08-07,11,31,9,0
S0010872,U006086,D04861,2025-01-30,22,42,18,2
S0010873,U003144,D04020,2025-07-09,7,15,7,1
S0010874,U004686,D00122,2025-04-02,4,44,10,1
S0010875,U008594,D03085,2025-04-24,23,5,1,2
S0010876,U000469,D03242,2025-02-13,3,37,19,3
S0010877,U002941,D03627,2025-11-06,0,4,18,4
S0010878,U000068,D04504,2025-10-18,8,18,20,2
S0010879,U005364,D02060,2025-03-30,23,25,14,1
S0010880,U002961,D02570,2025-04-07,7,16,11,1
S0010881,U007320,D04302,2025-06-20,11,2,2,2
S0010882,U001540,D00801,2025-04-27,6,6,16,0
S0010883,U000457,D03681,2025-11-20,4,25,7,0
S0010884,U001605,D03025,2025-09-25,20,43,12,2
S0010885,U005401,D03688,2025-11-03,12,19,1,5
S0010886,U008755,D04742,2025-07-19,4,41,10,2
S0010887,U007191,D01733,2025-06-01,17,5,13,5
S0010888,U001389,D04461,2025-06-19,0,1,6,3
S0010889,U009795,D00886,2025-07-18,7,29,20,3
S0010890,U002283,D00656,2025-02-16,11,43,10,2
S0010891,U007176,D00962,2025-09-17,8,15,7,4
S0010892,U005159,D04315,2025-09-29,6,27,16,0
S0010893,U008468,D00416,2025-02-04,16,2,11,3
S0010894,U004874,D04161,2025-11-21,10,2,13,2
S0010895,U009046,D03926,2025-12-19,3,5,14,1
S0010896,U009403,D03374,2025-08-29,23,24,6,2
S0010897,U003148,D00226,2025-06-16,13,29,15,1
S0010898,U006811,D00302,2025-03-19,23,10,19,3
S0010899,U005873,D04782,2025-09-23,5,30,7,3
S0010900,U008975,D04534,2025-05-27,12,15,20,0
S0010901,U002005,D02204,2025-05-13,3,44,1,2
S0010902,U008721,D00965,2025-11-30,23,11,8,4
S0010903,U005758,D02760,2025-08-14,15,16,12,3
S0010904,U001553,D04462,2025-09-13,8,9,7,5
S0010905,U007992,D02153,2025-08-14,8,23,6,3
S0010906,U008095,D03951,2025-07-04,5,38,15,2
S0010907,U008468,D01296,2025-11-30,18,12,9,0
S0010908,U007942,D03816,2025-01-28,8,41,8,5
S0010909,U008140,D03670,2025-12-16,14,35,6,2
S0010910,U003142,D01299,2025-01-23,23,42,16,1
S0010911,U005556,D04312,2025-04-26,11,10,10,0
S0010912,U002481,D01473,2025-09-18,22,14,12,4
S0010913,U000488,D01828,2025-01-06,3,44,5,3
S0010914,U004631,D03007,2025-04-10,21,26,9,3
S0010915,U006986,D00950,2025-06-23,12,41,20,3
S0010916,U000369,D04460,2025-03-06,2,7,16,1
S0010917,U009964,D01348,2025-03-06,21,6,18,0
S0010918,U008972,D02873,2025-12-15,11,24,19,5
S0010919,U007067,D04173,2025-11-28,6,33,1,2
S0010920,U000374,D02866,2025-01-12,4,30,12,0
S0010921,U000840,D04625,2025-04-17,16,15,2,4
S0010922,U006043,D02070,2025-04-16,8,3,20,4
S0010923,U005210,D02693,2025-10-01,14,37,4,4
S0010924,U003530,D02744,2025-10-07,8,44,10,5
S0010925,U007296,D01299,2025-12-30,15,31,5,0
S0010926,U001997,D01546,2025-12-28,14,5,14,2
S0010927,U009915,D03744,2025-08-18,6,25,8,4
S0010928,U008914,D02344,2025-08-01,0,8,9,3
S0010929,U007214,D03210,2025-06-28,11,24,2,1
S0010930,U003017,D02633,2025-07-21,12,38,10,3
S0010931,U004760,D04190,2025-10-17,20,24,12,4
S0010932,U002686,D00964,2025-08-11,21,22,19,1
S0010933,U003209,D02263,2025-10-23,18,35,5,4
S0010934,U003054,D03181,2025-11-09,0,24,19,3
S0010935,U004832,D01818,2025-04-01,3,35,6,2
S0010936,U005574,D03910,2025-11-05,0,24,7,4
S0010937,U003581,D03321,2025-11-10,8,26,10,2
S0010938,U006310,D02199,2025-11-22,20,15,6,5
S0010939,U008262,D02249,2025-11-12,11,17,1,5
S0010940,U006999,D01561,2025-10-18,0,7,16,3
S0010941,U003026,D01543,2025-11-16,3,8,5,1
S0010942,U001190,D03814,2025-01-04,20,12,9,5
S0010943,U007853,D01034,2025-04-14,23,13,16,4
S0010944,U008870,D04204,2025-07-19,22,19,7,0
S0010945,U000299,D01348,2025-12-08,9,27,5,4
S0010946,U003915,D02492,2025-12-15,20,28,19,0
S0010947,U008388,D00817,2025-07-10,20,26,4,2
S0010948,U003487,D03130,2025-02-09,21,24,13,2
S0010949,U008996,D03456,2025-07-28,5,21,18,4
S0010950,U001153,D02238,2025-11-05,8,41,11,3
S0010951,U001360,D01816,2025-10-01,17,42,8,0
S0010952,U009161,D00990,2025-05-18,8,30,7,4
S0010953,U002918,D00381,2025-01-30,12,39,9,2
S0010954,U004880,D00622,2025-12-21,22,45,12,3
S0010955,U008782,D00008,2025-01-14,0,20,15,1
S0010956,U005243,D02055,2025-07-30,19,17,19,3
S0010957,U003544,D00971,2025-12-19,14,11,8,3
S0010958,U005517,D01098,2025-02-20,20,25,2,4
S0010959,U001659,D01052,2025-04-29,3,6,1,5
S0010960,U009382,D00927,2025-11-04,13,34,9,4
S0010961,U000472,D03432,2025-11-08,7,37,10,2
S0010962,U002471,D00796,2025-03-05,14,11,8,2
S0010963,U001038,D04596,2025-08-11,23,37,15,3
S0010964,U008079,D00072,2025-12-05,7,17,4,3
S0010965,U008961,D03570,2025-05-06,22,8,17,4
S0010966,U009938,D03570,2025-09-24,1,15,2,1
S0010967,U003310,D01693,2025-04-12,10,14,16,1
S0010968,U008047,D04655,2025-03-27,12,19,3,4
S0010969,U000678,D01053,2025-05-17,18,30,17,1
S0010970,U008399,D01116,2025-01-15,1,31,18,5
S0010971,U001800,D02222,2025-11-28,2,42,3,0
S0010972,U002561,D01379,2025-09-16,15,38,4,3
S0010973,U007933,D03411,2025-10-14,6,41,17,3
S0010974,U007113,D02391,2025-08-06,14,30,10,3
S0010975,U000015,D02325,2025-05-21,18,26,6,5
S0010976,U003441,D03587,2025-04-15,10,6,10,0
S0010977,U000005,D02691,2025-07-16,23,16,16,4
S0010978,U009549,D03490,2025-02-19,16,14,9,3
S0010979,U000249,D04775,2025-09-30,7,39,9,0
S0010980,U006637,D03834,2025-10-25,0,9,16,4
S0010981,U008224,D02835,2025-04-27,18,34,7,5
S0010982,U004623,D00631,2025-01-17,18,35,16,2
S0010983,U008129,D03353,2025-06-23,6,21,13,3
S0010984,U000527,D03203,2025-09-11,20,38,18,3
S0010985,U003369,D03512,2025-09-08,2,19,5,0
S0010986,U006007,D01339,2025-03-17,9,32,8,4
S0010987,U000877,D04422,2025-04-13,17,5,13,5
S0010988,U007189,D01359,2025-03-02,22,14,18,5
S0010989,U006974,D04722,2025-01-17,6,5,15,4
S0010990,U004434,D04340,2025-11-09,4,28,20,1
S0010991,U006926,D04497,2025-01-12,1,36,16,4
S0010992,U007524,D00338,2025-11-04,4,35,17,5
S0010993,U001584,D04962,2025-06-01,5,29,14,4
S0010994,U006468,D04527,2025-11-09,1,24,10,5
S0010995,U004385,D04377,2025-12-12,6,19,18,1
S0010996,U004133,D02115,2025-04-01,4,3,12,0
S0010997,U003072,D04178,2025-02-10,2,15,19,4
S0010998,U001370,D04426,2025-06-01,8,18,19,4
S0010999,U003980,D02025,2025-05-03,6,26,1,2
S0011000,U007772,D04242,2025-02-21,6,27,19,0
S0011001,U004339,D01820,2025-02-27,6,44,14,5
S0011002,U001792,D01682,2025-08-27,12,42,13,5
S0011003,U001085,D04348,2025-09-23,14,6,10,0
S0011004,U009577,D01154,2025-08-01,15,20,13,1
S0011005,U004876,D03217,2025-08-03,10,20,6,5
S0011006,U009569,D04561,2025-02-15,13,22,16,1
S0011007,U000442,D03052,2025-05-29,23,36,11,2
S0011008,U008980,D04702,2025-03-25,13,22,7,0
S0011009,U000840,D03575,2025-04-25,10,17,5,0
S0011010,U009602,D02465,2025-01-07,5,3,20,2
S0011011,U001825,D03714,2025-09-03,7,28,9,0
S0011012,U004011,D00963,2025-09-06,13,38,8,0
S0011013,U005103,D03648,2025-01-03,17,44,2,0
S0011014,U000077,D00647,2025-08-27,20,20,19,3
S0011015,U002905,D04651,2025-12-24,18,4,7,2
S0011016,U002549,D02092,2025-01-06,19,36,3,3
S0011017,U000512,D01070,2025-04-15,3,40,7,2
S0011018,U009507,D00832,2025-01-12,7,6,8,5
S0011019,U000194,D00612,2025-03-25,1,19,9,3
S0011020,U009451,D01802,2025-09-07,4,8,15,3
S0011021,U000679,D01411,2025-05-10,0,2,8,3
S0011022,U001766,D00353,2025-06-08,1,17,6,2
S0011023,U005970,D01522,2025-09-29,6,3,2,1
S0011024,U007971,D04040,2025-11-22,9,30,19,5
S0011025,U005731,D04825,2025-04-20,8,20,11,5
S0011026,U008602,D04980,2025-09-29,13,30,15,3
S0011027,U006455,D04017,2025-12-02,0,2,5,1
S0011028,U008784,D03490,2025-10-17,3,20,7,0
S0011029,U009278,D04864,2025-07-26,1,23,16,1
S0011030,U004787,D02723,2025-06-09,11,28,2,0
S0011031,U001138,D02743,2025-12-19,1,18,16,4
S0011032,U008012,D04982,2025-02-11,4,1,15,3
S0011033,U007294,D01019,2025-11-17,14,8,8,0
S0011034,U003510,D03977,2025-03-19,11,39,9,1
S0011035,U007166,D04890,2025-06-08,14,18,5,3
S0011036,U002836,D01005,2025-04-11,16,18,20,2
S0011037,U004151,D01458,2025-08-03,8,22,8,0
S0011038,U002527,D01135,2025-10-20,5,28,19,0
S0011039,U003976,D02886,2025-03-28,13,14,1,1
S0011040,U002518,D00296,2025-01-19,22,30,20,5
S0011041,U004735,D02921,2025-12-07,8,42,15,5
S0011042,U003316,D03263,2025-05-08,3,26,12,2
S0011043,U009034,D01406,2025-02-15,0,2,7,5
S0011044,U004029,D02613,2025-09-18,22,43,14,0
S0011045,U005677,D02065,2025-10-02,3,2,1,0
S0011046,U007346,D01557,2025-05-21,21,9,11,0
S0011047,U002468,D02153,2025-09-22,12,29,20,1
S0011048,U005193,D02497,2025-04-08,15,30,15,4
S0011049,U004577,D04881,2025-01-14,6,9,12,4
S0011050,U008763,D02165,2025-11-03,5,21,9,3
S0011051,U005778,D03448,2025-08-12,12,25,5,4
S0011052,U001081,D03615,2025-12-20,12,45,18,4
S0011053,U003394,D03577,2025-06-08,5,35,5,4
S0011054,U005050,D01610,2025-11-07,6,6,12,3
S0011055,U006702,D04109,2025-04-22,6,7,13,5
S0011056,U006275,D01989,2025-09-13,12,25,13,0
S0011057,U001543,D02341,2025-09-30,20,4,13,3
S0011058,U009796,D00809,2025-09-25,18,44,10,5
S0011059,U000537,D01485,2025-06-28,6,13,19,3
S0011060,U007841,D01269,2025-04-27,10,21,7,3
S0011061,U006619,D01038,2025-08-15,20,14,1,1
S0011062,U006080,D04312,2025-09-10,23,41,13,0
S0011063,U006655,D00320,2025-04-30,13,23,15,2
S0011064,U000947,D01824,2025-04-19,11,20,11,1
S0011065,U008322,D01825,2025-04-25,20,22,17,1
S0011066,U000615,D02394,2025-10-06,22,5,12,3
S0011067,U000180,D01926,2025-11-19,6,25,20,3
S0011068,U004626,D00198,2025-12-27,17,5,6,1
S0011069,U007434,D00595,2025-01-30,9,40,14,0
S0011070,U006357,D01248,2025-06-06,17,17,8,1
S0011071,U006939,D04844,2025-04-17,8,25,8,4
S0011072,U006146,D04625,2025-02-01,1,5,14,1
S0011073,U004826,D04121,2025-07-24,19,28,16,4
S0011074,U000840,D00142,2025-10-01,14,4,17,5
S0011075,U000685,D03283,2025-09-12,10,28,3,1
S0011076,U002848,D00019,2025-12-12,7,6,13,2
S0011077,U002638,D01182,2025-05-06,7,18,8,2
S0011078,U009983,D00526,2025-03-21,13,11,11,4
S0011079,U000297,D02008,2025-01-31,1,31,14,5
S0011080,U000073,D03463,2025-02-17,15,8,17,0
S0011081,U001810,D00424,2025-10-17,7,19,15,1
S0011082,U006605,D04657,2025-07-13,17,25,15,4
S0011083,U003827,D00923,2025-04-05,5,23,13,2
S0011084,U008251,D02992,2025-05-22,10,6,2,2
S0011085,U004701,D02430,2025-02-22,21,9,6,2
S0011086,U007831,D02667,2025-10-28,20,12,9,5
S0011087,U006166,D01989,2025-06-25,5,30,3,4
S0011088,U000080,D03588,2025-08-31,15,14,19,2
S0011089,U001996,D00373,2025-09-25,7,39,13,2
S0011090,U000651,D00633,2025-04-09,19,35,5,3
S0011091,U000483,D02902,2025-04-22,15,9,10,3
S0011092,U006970,D04894,2025-12-26,2,9,3,4
S0011093,U006493,D04659,2025-09-23,6,10,9,3
S0011094,U005097,D03156,2025-05-27,7,11,18,4
S0011095,U002751,D02295,2025-03-07,16,42,16,4
S0011096,U009838,D00037,2025-07-16,3,35,13,0
S0011097,U002116,D02956,2025-06-09,5,39,2,4
S0011098,U009779,D01757,2025-11-25,20,32,6,4
S0011099,U007161,D00056,2025-02-18,2,25,2,3
S0011100,U001848,D01349,2025-05-02,10,13,6,4
S0011101,U000898,D03624,2025-05-05,0,16,10,4
S0011102,U006557,D02673,2025-03-15,7,37,16,0
S0011103,U001784,D00642,2025-02-01,5,12,17,2
S0011104,U006044,D00536,2025-08-26,2,34,17,0
S0011105,U006889,D03887,2025-09-05,14,27,8,1
S0011106,U006675,D04657,2025-07-06,5,12,13,0
S0011107,U005886,D02815,2025-07-10,5,34,15,5
S0011108,U009663,D00457,2025-06-10,22,25,4,0
S0011109,U000347,D01617,2025-01-28,11,42,18,1
S0011110,U000734,D04427,2025-09-11,15,7,15,5
S0011111,U008516,D03605,2025-09-16,16,22,4,1
S0011112,U000503,D04300,2025-08-05,4,19,18,1
S0011113,U007153,D04632,2025-08-23,5,43,18,4
S0011114,U003256,D00503,2025-01-24,11,27,7,4
S0011115,U000529,D02621,2025-05-09,14,37,14,2
S0011116,U001090,D02101,2025-07-30,13,32,3,3
S0011117,U006172,D01683,2025-01-29,5,10,16,4
S0011118,U004640,D00584,2025-03-14,22,15,12,2
S0011119,U005771,D03597,2025-09-25,11,9,10,0
S0011120,U005415,D04854,2025-10-07,18,33,16,5
S0011121,U005457,D01021,2025-06-09,0,44,3,3
S0011122,U007841,D01834,2025-01-17,19,17,9,0
S0011123,U004718,D00319,2025-11-01,20,11,19,5
S0011124,U009922,D01539,2025-05-11,7,37,5,3
S0011125,U000958,D04905,2025-04-17,17,38,18,1
S0011126,U002162,D03148,2025-03-14,4,22,7,0
S0011127,U006549,D00367,2025-12-09,11,24,3,5
S0011128,U003988,D04838,2025-11-06,19,12,19,2
S0011129,U007441,D01117,2025-10-04,21,1,1,4
S0011130,U003398,D04573,2025-11-23,9,10,4,5
S0011131,U000350,D02636,2025-12-03,15,10,13,1
S0011132,U002099,D01862,2025-09-18,18,19,17,0
S0011133,U000051,D00736,2025-04-10,5,39,15,5
S0011134,U009409,D04648,2025-02-16,2,7,10,4
S0011135,U005871,D03287,2025-12-25,7,10,2,3
S0011136,U004854,D03667,2025-02-09,18,1,14,2
S0011137,U006772,D02652,2025-02-04,23,9,12,3
S0011138,U009716,D03969,2025-01-22,7,23,16,4
S0011139,U006220,D02362,2025-10-27,4,2,18,5
S0011140,U003721,D00232,2025-04-05,5,30,2,0
S0011141,U001673,D04863,2025-02-12,2,39,19,1
S0011142,U000713,D04479,2025-05-25,3,11,14,3
S0011143,U009408,D01072,2025-03-06,11,42,6,0
S0011144,U006757,D01710,2025-08-18,21,6,20,2
S0011145,U009390,D03743,2025-03-03,19,6,15,3
S0011146,U002684,D01864,2025-08-26,15,3,15,5
S0011147,U003844,D04412,2025-05-27,3,34,8,3
S0011148,U001693,D01040,2025-10-17,10,22,5,4
S0011149,U001924,D01315,2025-09-06,10,2,17,0
S0011150,U002423,D00793,2025-09-20,8,21,3,4
S0011151,U006102,D03384,2025-09-12,0,7,20,3
S0011152,U005986,D02994,2025-09-23,18,33,15,1
S0011153,U005123,D01184,2025-02-26,1,41,1,4
S0011154,U006276,D01840,2025-08-20,14,22,17,3
S0011155,U006329,D01164,2025-12-05,8,10,7,4
S0011156,U002086,D02481,2025-06-18,21,45,12,4
S0011157,U006017,D01950,2025-04-09,1,32,15,5
S0011158,U003623,D03262,2025-11-21,11,34,7,1
S0011159,U007616,D03813,2025-05-22,17,29,8,3
S0011160,U002504,D02132,2025-03-19,23,34,15,3
S0011161,U000161,D02672,2025-03-07,16,41,12,3
S0011162,U001819,D03229,2025-10-23,19,45,17,1
S0011163,U009988,D04684,2025-04-20,16,36,6,0
S0011164,U009964,D02062,2025-01-10,20,29,13,5
S0011165,U003488,D04903,2025-11-25,3,27,12,1
S0011166,U008884,D01776,2025-04-04,20,11,10,5
S0011167,U005639,D02055,2025-08-24,19,6,2,0
S0011168,U006012,D01234,2025-12-14,13,27,14,5
S0011169,U000129,D02130,2025-06-15,11,15,5,1
S0011170,U002394,D01955,2025-11-02,7,6,16,1
S0011171,U001025,D00266,2025-07-23,8,4,15,0
S0011172,U009532,D04359,2025-05-05,9,6,8,3
S0011173,U004117,D01255,2025-10-08,7,26,4,0
S0011174,U006985,D01570,2025-04-01,10,12,13,2
S0011175,U009938,D00504,2025-01-14,2,20,16,5
S0011176,U007962,D00678,2025-02-24,13,1,15,4
S0011177,U001987,D03670,2025-06-13,15,24,13,4
S0011178,U000675,D00701,2025-07-22,13,39,13,1
S0011179,U005059,D02234,2025-08-29,21,36,7,4
S0011180,U000716,D02670,2025-12-19,8,2,10,1
S0011181,U003135,D02510,2025-04-20,12,26,4,5
S0011182,U004246,D03112,2025-01-10,10,20,15,1
S0011183,U005838,D00686,2025-11-23,5,13,19,2
S0011184,U003046,D04330,2025-08-09,12,26,3,2
S0011185,U007894,D02897,2025-01-13,0,36,8,5
S0011186,U000809,D02372,2025-01-08,1,39,11,1
S0011187,U000323,D00878,2025-01-17,3,36,8,2
S0011188,U001970,D00685,2025-11-18,2,4,15,2
S0011189,U004390,D00758,2025-08-20,11,27,12,5
S0011190,U000027,D02186,2025-01-02,21,16,6,3
S0011191,U005925,D01968,2025-01-11,20,40,14,0
S0011192,U002395,D04741,2025-12-19,11,3,19,2
S0011193,U000534,D00185,2025-05-30,18,43,12,3
S0011194,U000258,D01662,2025-10-15,19,10,1,2
S0011195,U001062,D03788,2025-11-26,0,16,6,0
S0011196,U002229,D01023,2025-03-21,7,42,2,3
S0011197,U009119,D01479,2025-02-08,9,33,7,3
S0011198,U002754,D04638,2025-12-07,15,44,6,2
S0011199,U005067,D01502,2025-07-19,5,19,15,1
S0011200,U000972,D04394,2025-02-05,13,11,17,1
S0011201,U005347,D04758,2025-08-12,2,30,14,3
S0011202,U006808,D00999,2025-04-29,18,4,13,2
S0011203,U003981,D02020,2025-06-23,13,21,18,0
S0011204,U005749,D00562,2025-03-22,16,9,8,2
S0011205,U009711,D01452,2025-10-26,21,41,5,4
S0011206,U003503,D04724,2025-07-19,6,15,1,4
S0011207,U008197,D04177,2025-05-22,9,20,12,3
S0011208,U009227,D04148,2025-09-18,20,29,18,3
S0011209,U006874,D02131,2025-03-17,16,22,16,5
S0011210,U009555,D01571,2025-10-18,9,4,8,3
S0011211,U008651,D04627,2025-10-14,8,17,9,4
S0011212,U006664,D01036,2025-12-18,2,21,5,2
S0011213,U007245,D01066,2025-03-17,5,37,20,5
S0011214,U002361,D00152,2025-05-03,14,36,10,5
S0011215,U000530,D01167,2025-11-17,18,10,18,4
S0011216,U007993,D04357,2025-01-12,12,23,17,3
S0011217,U009135,D00113,2025-09-07,5,9,16,0
S0011218,U005879,D04420,2025-02-21,6,26,5,2
S0011219,U001638,D03367,2025-12-04,1,8,9,3
S0011220,U002343,D04587,2025-04-25,0,19,11,4
